id,created_at,user_id
890153838602317824,2017-07-26 10:16:28,767165447351463937
890153821816709121,2017-07-26 10:16:24,767165447351463937
890153805861584896,2017-07-26 10:16:20,767165447351463937
890153789222793216,2017-07-26 10:16:16,767165447351463937
890153770256125952,2017-07-26 10:16:11,767165447351463937
890153732176039938,2017-07-26 10:16:02,767165447351463937
890153711259013120,2017-07-26 10:15:57,767165447351463937
890153701595369473,2017-07-26 10:15:55,767165447351463937
890153679172636672,2017-07-26 10:15:50,767165447351463937
890153611149312002,2017-07-26 10:15:33,767165447351463937
890153596138000384,2017-07-26 10:15:30,767165447351463937
890153511937351684,2017-07-26 10:15:10,767165447351463937
890153424846815232,2017-07-26 10:14:49,767165447351463937
890153409747308544,2017-07-26 10:14:45,767165447351463937
890153393544728577,2017-07-26 10:14:41,767165447351463937
890153261067624448,2017-07-26 10:14:10,767165447351463937
890153238783303681,2017-07-26 10:14:05,767165447351463937
890153224937902081,2017-07-26 10:14:01,767165447351463937
890153210136199172,2017-07-26 10:13:58,767165447351463937
890153194248171520,2017-07-26 10:13:54,767165447351463937
890153177605165056,2017-07-26 10:13:50,767165447351463937
890153161658445824,2017-07-26 10:13:46,767165447351463937
890153143769739269,2017-07-26 10:13:42,767165447351463937
890153128456224770,2017-07-26 10:13:38,767165447351463937
890153111280652288,2017-07-26 10:13:34,767165447351463937
890153095501664256,2017-07-26 10:13:30,767165447351463937
890153078426669056,2017-07-26 10:13:26,767165447351463937
890153063264247809,2017-07-26 10:13:23,767165447351463937
890153008499175424,2017-07-26 10:13:10,767165447351463937
890152993626218496,2017-07-26 10:13:06,767165447351463937
890152974084956160,2017-07-26 10:13:01,767165447351463937
890152959308439555,2017-07-26 10:12:58,767165447351463937
890152945722982400,2017-07-26 10:12:55,767165447351463937
890152927884607488,2017-07-26 10:12:50,767165447351463937
890152913393332224,2017-07-26 10:12:47,767165447351463937
890152846930452482,2017-07-26 10:12:31,767165447351463937
890152829847056384,2017-07-26 10:12:27,767165447351463937
890152759089139713,2017-07-26 10:12:10,767165447351463937
890152740458029056,2017-07-26 10:12:06,767165447351463937
890152725257891840,2017-07-26 10:12:02,767165447351463937
890152709994807300,2017-07-26 10:11:58,767165447351463937
890152695444713472,2017-07-26 10:11:55,767165447351463937
890152680378839040,2017-07-26 10:11:51,767165447351463937
890152657628921856,2017-07-26 10:11:46,767165447351463937
890152629799706625,2017-07-26 10:11:39,767165447351463937
890152612166868992,2017-07-26 10:11:35,767165447351463937
890152527030874112,2017-07-26 10:11:15,767165447351463937
890152508831748097,2017-07-26 10:11:10,767165447351463937
890152494990491649,2017-07-26 10:11:07,767165447351463937
890152480608313344,2017-07-26 10:11:04,767165447351463937
890152466792239104,2017-07-26 10:11:00,767165447351463937
890152449830531074,2017-07-26 10:10:56,767165447351463937
890152434890407936,2017-07-26 10:10:53,767165447351463937
890152419233067008,2017-07-26 10:10:49,767165447351463937
890152401692495872,2017-07-26 10:10:45,767165447351463937
890152324647309312,2017-07-26 10:10:27,767165447351463937
890152229113667584,2017-07-26 10:10:04,767165447351463937
890152206787391488,2017-07-26 10:09:58,767165447351463937
890152197731876864,2017-07-26 10:09:56,767165447351463937
890152167453143041,2017-07-26 10:09:49,767165447351463937
890152148645945344,2017-07-26 10:09:45,767165447351463937
890152132602736641,2017-07-26 10:09:41,767165447351463937
890152118941884418,2017-07-26 10:09:38,767165447351463937
890152105448787969,2017-07-26 10:09:34,767165447351463937
890152092215726080,2017-07-26 10:09:31,767165447351463937
890152073903341569,2017-07-26 10:09:27,767165447351463937
890152055943331840,2017-07-26 10:09:23,767165447351463937
890152019977228289,2017-07-26 10:09:14,767165447351463937
890152001543299072,2017-07-26 10:09:10,767165447351463937
890151973596614656,2017-07-26 10:09:03,767165447351463937
890151954852302848,2017-07-26 10:08:58,767165447351463937
890151941061455872,2017-07-26 10:08:55,767165447351463937
890151927006326784,2017-07-26 10:08:52,767165447351463937
890151913731313664,2017-07-26 10:08:49,767165447351463937
890151900984856576,2017-07-26 10:08:46,767165447351463937
890151872488714240,2017-07-26 10:08:39,767165447351463937
890151838154182657,2017-07-26 10:08:31,767165447351463937
890151823021150209,2017-07-26 10:08:27,767165447351463937
890151803840548864,2017-07-26 10:08:22,767165447351463937
890151786073522176,2017-07-26 10:08:18,767165447351463937
890151769535373312,2017-07-26 10:08:14,767165447351463937
890151755086004224,2017-07-26 10:08:11,767165447351463937
890151612483809280,2017-07-26 10:07:37,767165447351463937
890151593722736640,2017-07-26 10:07:32,767165447351463937
890151574122659841,2017-07-26 10:07:28,767165447351463937
890151558347972608,2017-07-26 10:07:24,767165447351463937
890151542673821696,2017-07-26 10:07:20,767165447351463937
890151526265753600,2017-07-26 10:07:16,767165447351463937
890151504140808193,2017-07-26 10:07:11,767165447351463937
890151488110157828,2017-07-26 10:07:07,767165447351463937
890151456623534080,2017-07-26 10:07:00,767165447351463937
890151433563238400,2017-07-26 10:06:54,767165447351463937
890151415901032449,2017-07-26 10:06:50,767165447351463937
890151400071729153,2017-07-26 10:06:46,767165447351463937
890151384573726721,2017-07-26 10:06:42,767165447351463937
890151369126158338,2017-07-26 10:06:39,767165447351463937
890151310179389440,2017-07-26 10:06:25,767165447351463937
890151290935943169,2017-07-26 10:06:20,767165447351463937
890151088569143296,2017-07-26 10:05:32,767165447351463937
890151072458788865,2017-07-26 10:05:28,767165447351463937
890151050480668672,2017-07-26 10:05:23,767165447351463937
890151034336796672,2017-07-26 10:05:19,767165447351463937
890151018872414208,2017-07-26 10:05:15,767165447351463937
890150994574807040,2017-07-26 10:05:09,767165447351463937
890150973427109888,2017-07-26 10:05:04,767165447351463937
890150951797100545,2017-07-26 10:04:59,767165447351463937
890150933061136384,2017-07-26 10:04:55,767165447351463937
890150919706484736,2017-07-26 10:04:52,767165447351463937
890150903847825413,2017-07-26 10:04:48,767165447351463937
890150877700521985,2017-07-26 10:04:42,767165447351463937
890150862416424960,2017-07-26 10:04:38,767165447351463937
890150845328879616,2017-07-26 10:04:34,767165447351463937
890150739548532736,2017-07-26 10:04:09,767165447351463937
890150721932468224,2017-07-26 10:04:04,767165447351463937
890150686784094209,2017-07-26 10:03:56,767165447351463937
890150667477811201,2017-07-26 10:03:51,767165447351463937
890150407544221697,2017-07-26 10:02:50,767165447351463937
890150380369326080,2017-07-26 10:02:43,767165447351463937
890150242863239168,2017-07-26 10:02:10,767165447351463937
890150226371149824,2017-07-26 10:02:06,767165447351463937
890150206406369280,2017-07-26 10:02:02,767165447351463937
890150189503270914,2017-07-26 10:01:58,767165447351463937
890150129457561601,2017-07-26 10:01:43,767165447351463937
